,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options,model,param_n_epochs,param_lr_all,param_reg_all,param_biased
10,1.6956413953944272,1.69255155343637,1.7013261977860545,1.696506382205617,0.003634074618891982,16,1.2960940275244086,1.297386337097974,1.300802559242047,1.2980943079548097,0.0019863676706655935,16,6.697198549906413,0.7236270831143882,3.087308168411255,0.7156893424425793,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 10, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'pearson', 'min_support': 10, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
11,1.6956413953944272,1.69255155343637,1.7013261977860545,1.696506382205617,0.003634074618891982,17,1.2960940275244086,1.297386337097974,1.300802559242047,1.2980943079548097,0.0019863676706655935,18,8.974447250366211,3.778894047826633,2.173822561899821,0.11393315030753227,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 10, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'pearson', 'min_support': 10, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
12,1.7018886576187426,1.697645065275882,1.7052111755291466,1.7015816328079236,0.0030964715690585893,42,1.3007972133410546,1.3001308533761582,1.3046728393341829,1.3018669686837985,0.002002613539140008,50,8.578888734181723,3.003450766533619,0.7711662451426188,0.32856230057710184,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
13,1.7018886576187426,1.697645065275882,1.7052111755291466,1.7015816328079236,0.0030964715690585893,41,1.3007972133410546,1.3001308533761582,1.3046728393341829,1.3018669686837985,0.002002613539140008,49,4.962871551513672,0.16088244998934284,0.7473359107971191,0.24250950829467297,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
14,1.7018886576187426,1.697645065275882,1.7052111755291466,1.7015816328079236,0.0030964715690585893,40,1.3007972133410546,1.3001308533761582,1.3046728393341829,1.3018669686837985,0.002002613539140008,51,5.8897067705790205,0.7368134490557688,0.5327471892038981,0.019790451973968358,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
15,1.6936062548519082,1.6910748114839271,1.6979038871983398,1.6941949845113917,0.0028188674720251365,6,1.294947921249798,1.2964736566462323,1.2993592053529899,1.2969269277496733,0.0018291979808428322,6,7.113309542338054,1.0105567412093752,2.7377448876698813,0.7805043788764523,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
16,1.6936062548519082,1.6910748114839271,1.6979038871983398,1.6941949845113917,0.0028188674720251365,5,1.294947921249798,1.2964736566462323,1.2993592053529899,1.2969269277496733,0.0018291979808428322,5,6.915716250737508,0.6543161174993215,2.697016795476278,0.8926630551029106,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
17,1.6936062548519082,1.6910748114839271,1.6979038871983398,1.6941949845113917,0.0028188674720251365,4,1.294947921249798,1.2964736566462323,1.2993592053529899,1.2969269277496733,0.0018291979808428322,4,7.021146217981975,0.8600075894334102,2.58811354637146,0.5921600395684669,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'pearson', 'min_support': 15, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
18,1.7020026352631732,1.697263546289719,1.706544674801829,1.7019369521182404,0.003789289495514184,58,1.3004631966292417,1.2994096864422244,1.3056343608862109,1.3018357479858924,0.0027202409088641533,48,4.822334845860799,0.6315565278607257,0.5731843312581381,0.022954788633372802,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
19,1.7020026352631732,1.697263546289719,1.706544674801829,1.7019369521182404,0.003789289495514184,60,1.3004631966292417,1.2994096864422244,1.3056343608862109,1.3018357479858924,0.0027202409088641533,47,3.6767117977142334,0.14062784851017301,0.5810097058614095,0.048676791485392175,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
20,1.7020026352631732,1.697263546289719,1.706544674801829,1.7019369521182404,0.003789289495514184,59,1.3004631966292417,1.2994096864422244,1.3056343608862109,1.3018357479858924,0.0027202409088641533,46,4.792315721511841,0.5955087872135945,0.6734370390574137,0.1406997463338535,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
21,1.7017891986512343,1.702129728402606,1.708800728646909,1.704239885233583,0.003227998307367424,72,1.3000700284948752,1.3031188017882396,1.3073483576353169,1.3035123959728105,0.002984371073414153,70,5.532871723175049,0.8122158680024057,2.3118836879730225,0.10231292549614034,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
22,1.7017891986512343,1.702129728402606,1.708800728646909,1.704239885233583,0.003227998307367424,70,1.3000700284948752,1.3031188017882396,1.3073483576353169,1.3035123959728105,0.002984371073414153,72,6.599436680475871,0.4318263067087097,3.7582294940948486,1.047326474559182,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
23,1.7017891986512343,1.702129728402606,1.708800728646909,1.704239885233583,0.003227998307367424,71,1.3000700284948752,1.3031188017882396,1.3073483576353169,1.3035123959728105,0.002984371073414153,71,5.717516342798869,0.5986176342242868,2.3011460304260254,0.14364344478320784,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 5, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
24,1.7022360385938629,1.6969946631137043,1.7055392486362415,1.701589983447936,0.0035180985277724407,43,1.300582430878315,1.2992051567091316,1.3045456169736873,1.3014444015203779,0.00226382773198529,42,3.904825448989868,0.4868727861614311,0.726120392481486,0.2803437229288316,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
25,1.7022360385938629,1.6969946631137043,1.7055392486362415,1.701589983447936,0.0035180985277724407,44,1.300582430878315,1.2992051567091316,1.3045456169736873,1.3014444015203779,0.00226382773198529,41,4.477599461873372,0.8328885650994785,0.7477607727050781,0.27491904726371585,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
26,1.7022360385938629,1.6969946631137043,1.7055392486362415,1.701589983447936,0.0035180985277724407,45,1.300582430878315,1.2992051567091316,1.3045456169736873,1.3014444015203779,0.00226382773198529,40,4.067255179087321,0.3246755081825402,0.5203020572662354,0.003628005112070316,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
27,1.6989480387328142,1.6954080783724277,1.704169215578551,1.699508444227931,0.0035986036204197895,24,1.2981817507204854,1.2990280010734145,1.3033162584050584,1.300175336732986,0.002247676819522507,25,5.434391975402832,1.0460275526003304,2.92850399017334,1.052729106063114,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
28,1.6989480387328142,1.6954080783724277,1.704169215578551,1.699508444227931,0.0035986036204197895,23,1.2981817507204854,1.2990280010734145,1.3033162584050584,1.300175336732986,0.002247676819522507,26,5.542539278666179,0.7346745516375622,2.5474199453989663,0.4568121784882663,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
29,1.6989480387328142,1.6954080783724277,1.704169215578551,1.699508444227931,0.0035986036204197895,22,1.2981817507204854,1.2990280010734145,1.3033162584050584,1.300175336732986,0.002247676819522507,27,5.23789922396342,0.8452675079810653,2.660642226537069,0.5705380565284155,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 10, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
30,1.7021649432428303,1.697011273806893,1.7055043582284752,1.7015601917593994,0.0034935573098266275,38,1.3004193316961385,1.2991999632426445,1.3045415181676272,1.301386937702137,0.002285497508389879,35,4.060847202936809,0.08809295906483278,0.5795669555664062,0.04567226368312207,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
31,1.7021649432428303,1.697011273806893,1.7055043582284752,1.7015601917593994,0.0034935573098266275,37,1.3004193316961385,1.2991999632426445,1.3045415181676272,1.301386937702137,0.002285497508389879,34,4.534886360168457,0.37384451528852564,0.9220534165700277,0.25826435186580715,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
32,1.7021649432428303,1.697011273806893,1.7055043582284752,1.7015601917593994,0.0034935573098266275,39,1.3004193316961385,1.2991999632426445,1.3045415181676272,1.301386937702137,0.002285497508389879,36,4.000082333882649,0.0471826171737204,0.5729176998138428,0.02540985736369286,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
33,1.693450869799645,1.6918492839400834,1.6982505109077317,1.6945168882158201,0.0027198312595398517,14,1.2948265131691516,1.2968999693477417,1.2998553597483617,1.2971939474217518,0.0020635150932825385,14,6.209955453872681,0.7977617621948038,2.977119048436483,0.8856683938068693,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
34,1.693450869799645,1.6918492839400834,1.6982505109077317,1.6945168882158201,0.0027198312595398517,13,1.2948265131691516,1.2968999693477417,1.2998553597483617,1.2971939474217518,0.0020635150932825385,13,5.1903698444366455,0.07655968114698666,3.1725176175435386,1.189134740979124,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
35,1.693450869799645,1.6918492839400834,1.6982505109077317,1.6945168882158201,0.0027198312595398517,15,1.2948265131691516,1.2968999693477417,1.2998553597483617,1.2971939474217518,0.0020635150932825385,15,5.804552475611369,0.7632985695116478,2.5597657362620034,0.43043212196286273,"{'k': 101, 'sim_options': {'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'cosine', 'min_support': 15, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
36,1.7019366997767313,1.6972238170383973,1.7061577614007746,1.7017727594053011,0.003649109279586975,53,1.3004933652945572,1.299281540118665,1.3051535974472221,1.3016428342868147,0.002531300527474184,43,2.738981326421102,0.47737549346403263,0.7942473888397217,0.25639099390392284,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
37,1.7019366997767313,1.6972238170383973,1.7061577614007746,1.7017727594053011,0.003649109279586975,54,1.3004933652945572,1.299281540118665,1.3051535974472221,1.3016428342868147,0.002531300527474184,44,3.0279876391092935,0.4479436201205027,0.7489087581634521,0.2248176281273011,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
38,1.7019366997767313,1.6972238170383973,1.7061577614007746,1.7017727594053011,0.003649109279586975,55,1.3004933652945572,1.299281540118665,1.3051535974472221,1.3016428342868147,0.002531300527474184,45,2.5894858837127686,0.10991161754656463,0.575422445933024,0.012226764046244835,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
39,1.7013870121523196,1.7019353528533085,1.7085859589444676,1.7039694413166986,0.0032720376563355764,68,1.2998211172349392,1.3029432122195839,1.3070330842055737,1.3032658045533656,0.0029530962572348724,67,4.528607368469238,0.861054783375141,3.8869670232137046,1.1629196707856562,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
40,1.7013870121523196,1.7019353528533085,1.7085859589444676,1.7039694413166986,0.0032720376563355764,67,1.2998211172349392,1.3029432122195839,1.3070330842055737,1.3032658045533656,0.0029530962572348724,68,2.914440075556437,0.03854944200677005,3.0001054604848227,1.0031521600688134,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
41,1.7013870121523196,1.7019353528533085,1.7085859589444676,1.7039694413166986,0.0032720376563355764,69,1.2998211172349392,1.3029432122195839,1.3070330842055737,1.3032658045533656,0.0029530962572348724,69,3.5394725799560547,0.8851819186514741,2.341493527094523,0.11362149170642434,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 5, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
42,1.70217855349721,1.6969733012571948,1.7054395588747049,1.7015304712097032,0.0034865826153075135,36,1.3006746906848352,1.299183869997928,1.3044219453310533,1.3014268353379388,0.002203580341666465,37,2.946603218714396,0.6593691266791117,0.9234177271525065,0.2726401219796922,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
43,1.70217855349721,1.6969733012571948,1.7054395588747049,1.7015304712097032,0.0034865826153075135,35,1.3006746906848352,1.299183869997928,1.3044219453310533,1.3014268353379388,0.002203580341666465,39,2.8481075763702393,0.36842900378178683,0.5874586900075277,0.034007784658376665,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
44,1.70217855349721,1.6969733012571948,1.7054395588747049,1.7015304712097032,0.0034865826153075135,34,1.3006746906848352,1.299183869997928,1.3044219453310533,1.3014268353379388,0.002203580341666465,38,2.620076815287272,0.14402700286423184,0.5590307712554932,0.023172389959067504,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
45,1.6988425746559919,1.6953820535995894,1.7043192554419806,1.6995146278991873,0.0036794144338628443,26,1.2980068490237398,1.2990191546677083,1.3033715810266102,1.3001325282393528,0.002327342962576686,22,4.168861389160156,0.6506273965388567,2.4249494075775146,0.21298001073628972,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
46,1.6988425746559919,1.6953820535995894,1.7043192554419806,1.6995146278991873,0.0036794144338628443,27,1.2980068490237398,1.2990191546677083,1.3033715810266102,1.3001325282393528,0.002327342962576686,23,4.065557320912679,0.7259646976147514,2.6854180494944253,0.5251621036593451,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
47,1.6988425746559919,1.6953820535995894,1.7043192554419806,1.6995146278991873,0.0036794144338628443,25,1.2980068490237398,1.2990191546677083,1.3033715810266102,1.3001325282393528,0.002327342962576686,24,3.0584447383880615,0.09038118295040737,2.892014265060425,0.9858235450151793,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 10, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
48,1.7021415370919515,1.6969980255289847,1.7053913742023803,1.7015103122744388,0.0034555182019470215,31,1.3005404504715776,1.2991771528696368,1.3043978733610804,1.3013718255674316,0.00221093781383217,33,3.0324042638142905,0.22316859255622049,0.7616841793060303,0.2951080241605281,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
49,1.7021415370919515,1.6969980255289847,1.7053913742023803,1.7015103122744388,0.0034555182019470215,33,1.3005404504715776,1.2991771528696368,1.3043978733610804,1.3013718255674316,0.00221093781383217,31,2.69604754447937,0.026904482582813007,0.5788679917653402,0.013110608645149568,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
50,1.7021415370919515,1.6969980255289847,1.7053913742023803,1.7015103122744388,0.0034555182019470215,32,1.3005404504715776,1.2991771528696368,1.3043978733610804,1.3013718255674316,0.00221093781383217,32,3.411254326502482,0.5295139104078167,0.6730407079060873,0.152748407589515,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,
51,1.6934488036403765,1.6918271421790654,1.6982505109077317,1.6945088189090578,0.0027273480078005355,12,1.2948244274461604,1.2968881567662602,1.2998553597483617,1.2971893146535942,0.0020648796594734367,12,3.5413194497426352,0.07864361440323075,3.1405599117279053,1.1827600421142968,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,
52,1.6934488036403765,1.6918271421790654,1.6982505109077317,1.6945088189090578,0.0027273480078005355,11,1.2948244274461604,1.2968881567662602,1.2998553597483617,1.2971893146535942,0.0020648796594734367,11,3.77294127146403,0.2828823842127178,2.888706922531128,0.8178009254310654,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,
53,1.6934488036403765,1.6918271421790654,1.6982505109077317,1.6945088189090578,0.0027273480078005355,10,1.2948244274461604,1.2968881567662602,1.2998553597483617,1.2971893146535942,0.0020648796594734367,10,3.539526621500651,0.06289969105611874,3.6146369775136313,0.9683292798609798,"{'k': 101, 'sim_options': {'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'MSD', 'min_support': 15, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,
54,1.7014080773906843,1.6984394222722876,1.7066591010544456,1.702168866905806,0.0033985173566526317,63,1.3004105211590518,1.3015575673615782,1.3066475439622538,1.3028718774942947,0.0027105561182945753,66,3.9424654642740884,0.1488386715840683,0.5630104541778564,0.011949887580453285,"{'k': 101, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'pearson_baseline', 'min_support': 5, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,
55,1.7014141984480515,1.6983972963730833,1.7064496315494757,1.702087042123537,0.0033216024653743995,61,1.3003618218054904,1.3015257429828762,1.3064462614404404,1.302777942076269,0.002637056862610025,64,4.833552519480388,0.7525985144450524,0.5634555816650391,0.04552826671799609,"{'k': 101, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'pearson_baseline', 'min_support': 5, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,
