,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_fcp,split1_test_fcp,split2_test_fcp,mean_test_fcp,std_test_fcp,rank_test_fcp,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_I,param_k,param_lambda_,param_method,param_use_cg,param_user_bias,param_item_bias,param_center,param_add_implicit_features,param_scale_lam,param_scale_lam_sideinfo,param_scale_bias_const,param_center_I,param_niter,param_maxiter,param_parallelize,param_NA_as_zero,param_NA_as_zero_user,param_NA_as_zero_item,param_nonneg,param_nonneg_C,param_nonneg_D,param_include_all_X,param_random_state,param_verbose,param_produce_dicts,model
0,1.676559554112078,1.6847896142341376,1.6944091417886573,1.6852527700449578,0.007294419329633491,17,1.279546898803527,1.2893324076196477,1.2997748927757093,1.2895513997329615,0.008259495674431598,14,0.417870543243281,0.43608940369939325,0.40104453486801367,0.41833482727022925,0.014310773973837789,67,8.557990550994873,1.8590557901906533,0.5591650803883871,0.05582448281330631,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,True,True,True,True,True,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
1,1.6765597278431554,1.6847896685518549,1.6944092918304463,1.685252896075152,0.007294411945128635,32,1.2795470726423164,1.2893323934826237,1.2997748353576428,1.2895514338275278,0.008259401920292994,19,0.4129546046138688,0.43543106166688217,0.39980722369801025,0.4160642966595871,0.014708661764926426,72,8.504302581151327,2.122555755361415,0.5521832307179769,0.03917857444793127,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,True,True,True,True,False,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
2,1.6765602065915612,1.6847884500879644,1.6944089062904033,1.685252520989976,0.007294086261551513,1,1.2795479092123616,1.289331960982901,1.2997742185794825,1.2895513629249151,0.008258813496814184,5,0.4178534394816761,0.4409621068974489,0.399699897065765,0.41950514781496334,0.01688566641389804,61,7.695484002431233,1.9010956369801433,0.7750361760457357,0.12781231086840256,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,False,True,True,True,True,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
3,1.6765603682427506,1.6847885452951699,1.6944089162855027,1.6852526099411411,0.007294024211884603,4,1.2795479778468364,1.2893319404453785,1.2997741734031465,1.2895513638984537,0.008258767327688571,6,0.41947245061200195,0.44150816839356904,0.39925840441435756,0.4200796744733095,0.01725373736688325,50,6.856489976247151,1.2289445467986182,0.6848389307657877,0.09407836873833882,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,False,True,True,True,False,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
4,4.572501088746049,4.500535926733156,4.432483004037004,4.501840006505403,0.05716958095255779,47,4.031052803461995,3.9444020920457876,3.8485261960378123,3.941327030515198,0.0745478933617312,51,0.4218543807313191,0.41790035841191836,0.4526332786665229,0.43079600593658673,0.015525429319598839,25,10.228522857030233,1.977095594885638,0.6397821108500162,0.09760436322575416,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,True,True,True,True,True,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
5,4.572501088746049,4.500535926733156,4.432483004037004,4.501840006505403,0.05716958095255779,38,4.031052803461995,3.9444020920457876,3.8485261960378123,3.941327030515198,0.0745478933617312,43,0.4218543807313191,0.41790035841191836,0.4526332786665229,0.43079600593658673,0.015525429319598839,26,8.775707244873047,1.9178613800684305,0.8253973325093588,0.10329308010568851,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,True,True,True,True,False,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
6,4.572501088746049,4.500535926733156,4.432483004037004,4.501840006505403,0.05716958095255779,37,4.031052803461995,3.9444020920457876,3.8485261960378123,3.941327030515198,0.0745478933617312,42,0.4218543807313191,0.41790035841191836,0.4526332786665229,0.43079600593658673,0.015525429319598839,27,7.673384825388591,1.0539829630039201,0.8269339402516683,0.03296234467329395,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,False,True,True,True,True,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
7,4.572501088746049,4.500535926733156,4.432483004037004,4.501840006505403,0.05716958095255779,64,4.031052803461995,3.9444020920457876,3.8485261960378123,3.941327030515198,0.0745478933617312,50,0.4218543807313191,0.41790035841191836,0.4526332786665229,0.43079600593658673,0.015525429319598839,28,6.3213246663411455,1.23505456173626,0.7594350973765055,0.0011948084154904109,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,False,True,True,True,False,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
8,1.6765594735238178,1.684789434408404,1.6944094413191035,1.6852527830837751,0.007294580480028089,19,1.2795466088547187,1.2893323771706728,1.2997749078448448,1.2895512979567456,0.008259619230183089,1,0.41210860806724325,0.4397506377630643,0.40343158487230624,0.41843027690087126,0.015486360092071726,66,10.084852536519369,1.8677117227365472,0.6225341955820719,0.04727212792018482,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.06, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.06,als,False,True,True,True,True,True,True,True,True,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
9,1.6765594809562545,1.6847894409340285,1.6944094651044819,1.6852527956649215,0.007294587341674318,20,1.279546607083707,1.2893323841925792,1.2997749282580862,1.2895513065114574,0.008259628305589262,2,0.4123213172863695,0.43969747512879964,0.4034565319910597,0.4184917748020763,0.015425247687759222,64,8.728407303492228,1.9835289428143634,0.6423361301422119,0.07726257524292246,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.06, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 50, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.06,als,False,True,True,True,True,True,True,True,False,50,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
