,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_fcp,split1_test_fcp,split2_test_fcp,mean_test_fcp,std_test_fcp,rank_test_fcp,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_I,param_k,param_lambda_,param_method,param_use_cg,param_user_bias,param_item_bias,param_center,param_add_implicit_features,param_scale_lam,param_scale_lam_sideinfo,param_scale_bias_const,param_center_I,param_niter,param_maxiter,param_parallelize,param_NA_as_zero,param_NA_as_zero_user,param_NA_as_zero_item,param_nonneg,param_nonneg_C,param_nonneg_D,param_include_all_X,param_random_state,param_verbose,param_produce_dicts,model
0,1.6925225397187844,1.6898902606469695,1.698256350752802,1.693556383706185,0.0034928012594898235,10,1.2945009966105367,1.2954949514474292,1.2997277661159914,1.296574571391319,0.002266269222491931,1,0.3697732672568505,0.3813233320165265,0.38005176618095693,0.37704945515144467,0.005171163803672938,49,4.747290690739949,0.8915992358235795,0.7066609859466553,0.047008199659392035,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,True,True,True,True,True,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
1,1.6925224784542277,1.6898902284188144,1.698256552693981,1.6935564198556745,0.0034929091586173686,14,1.2945009871412971,1.2954949025073985,1.299727904529399,1.296574598059365,0.0022663440764385894,2,0.3675998169666315,0.38200449342893866,0.3808064788912133,0.3768035964289278,0.0065264067194279116,50,4.830525159835815,1.2820159569443372,0.7426645755767822,0.0653467209523914,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,True,True,True,True,False,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
2,1.6925230818173829,1.6898893419922452,1.6982562212678824,1.693556215025837,0.003493011153057865,3,1.2945020011624842,1.2954945741466684,1.2997274776323233,1.2965746843138253,0.0022658890181865387,15,0.3627911547253076,0.3816490966280899,0.37898919509882406,0.3744764821507405,0.008333823724878781,86,4.124061107635498,0.78000645409532,0.8997856775919596,0.036565131727655006,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,False,True,True,True,True,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
3,1.6925230149426624,1.6898894066356884,1.6982562706936923,1.6935562307573477,0.0034930172946481155,4,1.294501902188616,1.295494568552629,1.2997274491308495,1.2965746399573648,0.0022659068664102476,6,0.3635383807860523,0.38217587605040515,0.37915699483574505,0.3749570838907341,0.008167761684072763,81,3.5175058046976724,0.7929724578280372,0.8375754356384277,0.06011036546279521,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,True,False,True,True,True,False,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
4,4.998453031104243,5.001697182136858,5.002974603441886,5.001041605560996,0.0019032410227903369,66,4.6295713723948095,4.632651723685935,4.632979420631799,4.631734172237515,0.0015351707161933308,66,0.39025578067971173,0.38836340898058824,0.38461321783744895,0.387744135832583,0.002344817445787115,31,5.731098175048828,1.2080115783960281,0.7668994267781576,0.05115687913879517,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,True,True,True,True,True,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
5,4.998453031104243,5.001697182136858,5.002974603441886,5.001041605560996,0.0019032410227903369,67,4.6295713723948095,4.632651723685935,4.632979420631799,4.631734172237515,0.0015351707161933308,67,0.39025578067971173,0.38836340898058824,0.38461321783744895,0.387744135832583,0.002344817445787115,30,4.962403933207194,1.187971695327387,0.7653947671254476,0.0570926961439824,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,True,True,True,True,False,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
6,4.998453031104243,5.001697182136858,5.002974603441886,5.001041605560996,0.0019032410227903369,68,4.6295713723948095,4.632651723685935,4.632979420631799,4.631734172237515,0.0015351707161933308,68,0.39025578067971173,0.38836340898058824,0.38461321783744895,0.387744135832583,0.002344817445787115,29,4.155446529388428,0.7993008305861397,0.8069957892100016,0.021845142700859962,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,False,True,True,True,True,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
7,4.998453031104243,5.001697182136858,5.002974603441886,5.001041605560996,0.0019032410227903369,69,4.6295713723948095,4.632651723685935,4.632979420631799,4.631734172237515,0.0015351707161933308,69,0.39025578067971173,0.38836340898058824,0.38461321783744895,0.387744135832583,0.002344817445787115,28,3.598845640818278,0.8068328554044275,0.8323969046274821,0.026919416464128695,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.02, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': False, 'add_implicit_features': False, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.02,als,False,True,True,False,False,True,True,True,False,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
8,1.692523014041075,1.6898904880620138,1.698256386363748,1.6935566294889455,0.0034926908699261083,27,1.2945013608168705,1.295495173865181,1.2997278439012638,1.296574792861105,0.0022661589000086417,32,0.36743126931151115,0.3820061920485774,0.3790592536125411,0.3761655716575432,0.006292171837046033,55,5.81879981358846,1.268028185525282,0.6913611094156901,0.03298829705089583,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.06, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': True, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.06,als,False,True,True,True,True,True,True,True,True,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
9,1.6925230142508203,1.6898904989015313,1.6982563954595995,1.6935566362039836,0.0034926911364180943,28,1.2945013578792186,1.2954951773341103,1.2997278366821405,1.296574790631823,0.002266155896931603,31,0.36743126931151115,0.3820061920485774,0.3790592536125411,0.3761655716575432,0.006292171837046033,56,4.963652769724528,1.234130153629887,0.7696215311686198,0.08640095198455051,"{'I': 'mechanics', 'k': 30, 'lambda_': 0.06, 'method': 'als', 'use_cg': False, 'user_bias': True, 'item_bias': True, 'center': True, 'add_implicit_features': True, 'scale_lam': True, 'scale_lam_sideinfo': True, 'scale_bias_const': True, 'center_I': False, 'niter': 30, 'maxiter': 200, 'parallelize': 'separate', 'NA_as_zero': False, 'NA_as_zero_user': False, 'NA_as_zero_item': False, 'nonneg': False, 'nonneg_C': False, 'nonneg_D': False, 'include_all_X': True, 'random_state': 100, 'verbose': False, 'produce_dicts': True}",mechanics,30,0.06,als,False,True,True,True,True,True,True,True,False,30,200,separate,False,False,False,False,False,False,True,100,False,True,cmf_bias_mechanics
