,BGGId,Rating,reducedUsername
0,293981,9.052468368933079,Alex976
1,336849,8.755266020138821,Alex976
2,285853,8.735658205147299,Alex976
3,228370,8.732106289903484,Alex976
4,249277,8.731271579666814,Alex976
5,33434,8.720562894018558,Alex976
6,302312,8.689894331502389,Alex976
7,299566,8.680808581049936,Alex976
8,228399,8.620320326664885,Alex976
9,281257,8.589987624729844,Alex976
10,317434,8.580928198475018,Alex976
11,253607,8.562871593478397,Alex976
12,300217,8.556840836340774,Alex976
13,21358,8.506198419234272,Alex976
14,214296,8.503414696808306,Alex976
15,317519,8.47265488676966,Alex976
16,289247,8.460152427186635,Alex976
17,294788,8.459113408203722,Alex976
18,236332,8.441336368685054,Alex976
19,317030,8.438693868650597,Alex976
