,BGGId,Rating,reducedUsername
0,293981,9.393824188884983,Alisonn
1,285853,9.111009797104833,Alisonn
2,299566,9.081595287801195,Alisonn
3,228399,9.030411864846055,Alisonn
4,33434,9.017561407148994,Alisonn
5,300217,9.003379664392902,Alisonn
6,228370,8.983914660563897,Alisonn
7,336849,8.971528709229073,Alisonn
8,281257,8.960240802033535,Alisonn
9,249277,8.95832028101202,Alisonn
10,317434,8.9055973605609,Alisonn
11,21358,8.874460846025586,Alisonn
12,253607,8.874188428283764,Alisonn
13,227212,8.845995303155432,Alisonn
14,214296,8.829006285974863,Alisonn
15,302312,8.816412569289096,Alisonn
16,294788,8.800448597595201,Alisonn
17,317519,8.780214534865015,Alisonn
18,289247,8.727818795936933,Alisonn
19,173504,8.713676902402248,Alisonn
