,BGGId,Rating,reducedUsername
0,293981,9.555992948970285,abear814
1,336849,9.33469444505302,abear814
2,285853,9.322599070908904,abear814
3,249277,9.260997805385134,abear814
4,228370,9.23628645790682,abear814
5,302312,9.215138824550978,abear814
6,228399,9.196585162945139,abear814
7,299566,9.187110947684133,abear814
8,33434,9.166977968257735,abear814
9,21358,9.09223042889333,abear814
10,300217,9.071897488493203,abear814
11,317434,9.050669152193763,abear814
12,281257,9.014494831286232,abear814
13,173504,9.011087817308496,abear814
14,253607,8.993012223348462,abear814
15,214296,8.983289274272687,abear814
16,289247,8.975754120652198,abear814
17,317519,8.962920356087622,abear814
18,310100,8.944587160474505,abear814
19,284121,8.941996531135382,abear814
