,BGGId,Rating,reducedUsername
0,293981,9.164401928618162,admat
1,285853,8.886497847396663,admat
2,336849,8.827390243583066,admat
3,33434,8.814278798041386,admat
4,228370,8.794892854078002,admat
5,249277,8.78215593469685,admat
6,299566,8.751031626795802,admat
7,300217,8.744900286460354,admat
8,302312,8.671936968765106,admat
9,228399,8.671747516870541,admat
10,317434,8.583234643902154,admat
11,289247,8.55988973331539,admat
12,294788,8.543640797025628,admat
13,281257,8.531572942919446,admat
14,21358,8.529339761422326,admat
15,345976,8.527686483512193,admat
16,253607,8.488966176206613,admat
17,214296,8.477467627914233,admat
18,316080,8.475006131878137,admat
19,236332,8.474649707340737,admat
