,BGGId,Rating,reducedUsername
0,293981,8.721235616632361,Aedalus
1,336849,8.382172968327462,Aedalus
2,285853,8.369268145700413,Aedalus
3,302312,8.350207790273961,Aedalus
4,33434,8.338757908736333,Aedalus
5,249277,8.277328702047063,Aedalus
6,228370,8.232529543574767,Aedalus
7,228399,8.205037870976856,Aedalus
8,281257,8.184443223288797,Aedalus
9,214296,8.18210745434439,Aedalus
10,21358,8.168796207185048,Aedalus
11,253607,8.155551254842125,Aedalus
12,317519,8.132736053266196,Aedalus
13,299566,8.120520927795644,Aedalus
14,300217,8.107887278376726,Aedalus
15,317434,8.072107142813218,Aedalus
16,236332,8.06298917457888,Aedalus
17,289247,8.050640619364724,Aedalus
18,279727,8.027645918609212,Aedalus
19,294788,8.008874682791085,Aedalus
