,BGGId,Rating,reducedUsername
0,293981,9.628577177741791,attrezzop
1,285853,9.625129253490043,attrezzop
2,299566,9.426260464954488,attrezzop
3,228370,9.41904006880889,attrezzop
4,249277,9.406132507158182,attrezzop
5,33434,9.342204593786477,attrezzop
6,289247,9.252214847387332,attrezzop
7,228399,9.216422754086668,attrezzop
8,300217,9.184326688457473,attrezzop
9,281257,9.16719069301931,attrezzop
10,21358,9.139982316808672,attrezzop
11,336849,9.136944259245,attrezzop
12,317434,9.131910710744418,attrezzop
13,236332,9.045043324164478,attrezzop
14,302312,9.040621299485872,attrezzop
15,227212,9.037693785535268,attrezzop
16,253607,9.004124360105981,attrezzop
17,102881,9.004107435218135,attrezzop
18,317030,8.991280988951669,attrezzop
19,293835,8.985173380804458,attrezzop
