,BGGId,Rating,reducedUsername
0,293981,9.219637138312123,anansiii
1,285853,8.964723306511964,anansiii
2,249277,8.898270391712693,anansiii
3,228370,8.893592503991796,anansiii
4,336849,8.855380453695512,anansiii
5,299566,8.819428411840823,anansiii
6,33434,8.764219085244902,anansiii
7,228399,8.743411404489866,anansiii
8,289247,8.730999359266125,anansiii
9,302312,8.727741184917058,anansiii
10,317434,8.725212448379756,anansiii
11,214296,8.687267402162025,anansiii
12,281257,8.651898607875172,anansiii
13,300217,8.646742882291363,anansiii
14,253607,8.62894806770122,anansiii
15,21358,8.626823632925607,anansiii
16,317519,8.612053478210797,anansiii
17,284121,8.571497349792473,anansiii
18,248375,8.570113132325526,anansiii
19,317030,8.567738428607496,anansiii
