,BGGId,Rating,reducedUsername
0,293981,8.631435498580469,acedaryl1
1,336849,8.461255532335544,acedaryl1
2,285853,8.4264001345062,acedaryl1
3,299566,8.400105641414788,acedaryl1
4,249277,8.363370234294544,acedaryl1
5,33434,8.343868581644564,acedaryl1
6,228370,8.341098929110816,acedaryl1
7,228399,8.274333877439112,acedaryl1
8,302312,8.247556341875637,acedaryl1
9,300217,8.228360276900636,acedaryl1
10,317434,8.164101063773117,acedaryl1
11,21358,8.145979312813239,acedaryl1
12,173504,8.126959342871992,acedaryl1
13,345976,8.11191045122285,acedaryl1
14,281257,8.103382813100872,acedaryl1
15,294788,8.100458646970004,acedaryl1
16,214296,8.098870776085427,acedaryl1
17,289247,8.095904909192749,acedaryl1
18,317519,8.058019016597102,acedaryl1
19,317030,8.046137661364968,acedaryl1
