,BGGId,Rating,reducedUsername
0,293981,9.467905626737593,alan eduardo
1,336849,9.102705255961878,alan eduardo
2,285853,9.096906263554288,alan eduardo
3,299566,9.06852123619205,alan eduardo
4,249277,9.055034490342676,alan eduardo
5,253607,9.027339728982504,alan eduardo
6,302312,9.014861653054517,alan eduardo
7,228399,8.989938152620823,alan eduardo
8,317434,8.945152715354357,alan eduardo
9,33434,8.913370864125323,alan eduardo
10,281257,8.890989680168131,alan eduardo
11,21358,8.864108181233274,alan eduardo
12,317519,8.854632378302112,alan eduardo
13,300217,8.846515115367776,alan eduardo
14,173504,8.840306233398103,alan eduardo
15,214296,8.785212810351823,alan eduardo
16,289247,8.771563252336861,alan eduardo
17,227212,8.7557409967617,alan eduardo
18,236332,8.752494719417511,alan eduardo
19,316080,8.750292425882476,alan eduardo
