,BGGId,Rating,reducedUsername
0,293981,8.939128131544662,Auramine O
1,228370,8.765502649319743,Auramine O
2,285853,8.6870511170971,Auramine O
3,336849,8.633587897064904,Auramine O
4,249277,8.632603599464108,Auramine O
5,302312,8.605762799963554,Auramine O
6,317519,8.556713095011931,Auramine O
7,33434,8.513112853058544,Auramine O
8,228399,8.49813389061232,Auramine O
9,317434,8.497614092440385,Auramine O
10,289247,8.487733700747064,Auramine O
11,294788,8.48750622626981,Auramine O
12,299566,8.48529520556061,Auramine O
13,214296,8.461878776819933,Auramine O
14,253607,8.444269123816078,Auramine O
15,281257,8.443511393052036,Auramine O
16,300217,8.438400560373868,Auramine O
17,173504,8.410752076693914,Auramine O
18,345976,8.388577865613765,Auramine O
19,21358,8.347210127592295,Auramine O
