,BGGId,Rating,reducedUsername
0,293981,8.876578670718525,ahill21
1,336849,8.605492192722748,ahill21
2,249277,8.57144363509422,ahill21
3,285853,8.527015754215322,ahill21
4,228370,8.51527882292505,ahill21
5,299566,8.478131982855695,ahill21
6,302312,8.464147962887685,ahill21
7,33434,8.454234573564088,ahill21
8,228399,8.396865795524086,ahill21
9,300217,8.38804784465534,ahill21
10,281257,8.329922788299308,ahill21
11,21358,8.32505149996284,ahill21
12,317434,8.314839358377265,ahill21
13,253607,8.3071902276778,ahill21
14,317030,8.267069984608625,ahill21
15,236332,8.258434861047583,ahill21
16,317519,8.253800015007759,ahill21
17,293835,8.247464416402824,ahill21
18,173504,8.241277796425937,ahill21
19,294788,8.240325488573669,ahill21
