,BGGId,Rating,reducedUsername
0,293981,9.257063430416887,Augus
1,285853,9.113691879199127,Augus
2,33434,9.075182716907033,Augus
3,336849,9.041519154693756,Augus
4,299566,9.021478132537437,Augus
5,228370,8.970973845417012,Augus
6,249277,8.966486591438564,Augus
7,228399,8.87059597935043,Augus
8,300217,8.846407238520348,Augus
9,317030,8.821455756094865,Augus
10,281257,8.810414866989076,Augus
11,317434,8.78881370748726,Augus
12,253607,8.785360701462581,Augus
13,302312,8.762137398033765,Augus
14,214296,8.738880769705519,Augus
15,317519,8.723717418175342,Augus
16,21358,8.721191587181814,Augus
17,345976,8.713847375865027,Augus
18,248375,8.697378464959373,Augus
19,7935,8.691828244066226,Augus
