,BGGId,Rating,reducedUsername
0,293981,9.033255981557064,Anubis06
1,285853,8.81483528605946,Anubis06
2,336849,8.78140223904971,Anubis06
3,299566,8.774215183478349,Anubis06
4,249277,8.695902343282748,Anubis06
5,302312,8.676936509504765,Anubis06
6,228399,8.639448122783772,Anubis06
7,173504,8.618282658640782,Anubis06
8,228370,8.612592594542882,Anubis06
9,33434,8.610090045141964,Anubis06
10,21358,8.567690787330582,Anubis06
11,253607,8.566138970270023,Anubis06
12,300217,8.562287777123313,Anubis06
13,317434,8.517271360395931,Anubis06
14,281257,8.515957563335697,Anubis06
15,289247,8.507651839457626,Anubis06
16,284121,8.475373396381578,Anubis06
17,317519,8.45376909098552,Anubis06
18,214296,8.453758879736482,Anubis06
19,317030,8.434090295254746,Anubis06
