,BGGId,Rating,reducedUsername
0,293981,8.548201818775023,Autist
1,285853,8.393663109828628,Autist
2,299566,8.332527327321168,Autist
3,336849,8.296199318079205,Autist
4,249277,8.277640684307459,Autist
5,33434,8.265188614259058,Autist
6,228370,8.194128060907717,Autist
7,228399,8.15388082002741,Autist
8,302312,8.134765896259896,Autist
9,21358,8.107107229029213,Autist
10,289247,8.101521269830299,Autist
11,300217,8.066681958812492,Autist
12,253607,8.053521264086022,Autist
13,284121,8.043347933550985,Autist
14,173504,8.014091880476855,Autist
15,317434,8.012459557661455,Autist
16,281257,7.996382875384426,Autist
17,317030,7.991727656809831,Autist
18,214296,7.991093510073029,Autist
19,248375,7.988205078584853,Autist
