,BGGId,Rating,reducedUsername
0,293981,8.747928391938661,arkosmc
1,285853,8.425220433001737,arkosmc
2,336849,8.416685717475353,arkosmc
3,249277,8.406280813586019,arkosmc
4,299566,8.305951996964613,arkosmc
5,228370,8.296347299277198,arkosmc
6,228399,8.237504799360025,arkosmc
7,289247,8.231132059533449,arkosmc
8,317434,8.227555084074819,arkosmc
9,33434,8.222728953007124,arkosmc
10,214296,8.208550954459144,arkosmc
11,21358,8.206535312942986,arkosmc
12,284121,8.204737310292746,arkosmc
13,302312,8.20459980646332,arkosmc
14,253607,8.200044584730868,arkosmc
15,300217,8.180585232697247,arkosmc
16,317519,8.137595227046797,arkosmc
17,281257,8.117765815213096,arkosmc
18,294788,8.11284389405618,arkosmc
19,248375,8.084958394221236,arkosmc
