,BGGId,Rating,reducedUsername
0,293981,8.498159477634228,Alainn
1,285853,8.300402686302869,Alainn
2,33434,8.164780758065275,Alainn
3,249277,8.161243937438373,Alainn
4,228370,8.138635028993638,Alainn
5,299566,8.065791604129625,Alainn
6,289247,8.051299935695956,Alainn
7,228399,8.028686556256579,Alainn
8,336849,8.001145346372832,Alainn
9,302312,7.995890632129936,Alainn
10,317434,7.9616429257484205,Alainn
11,317519,7.932764944816324,Alainn
12,284121,7.917741103464729,Alainn
13,300217,7.905661606069207,Alainn
14,283474,7.881946140187077,Alainn
15,214296,7.881105752130885,Alainn
16,281257,7.879961196870865,Alainn
17,21358,7.86086462539816,Alainn
18,253607,7.856786619686685,Alainn
19,18529,7.845862010243819,Alainn
