,BGGId,Rating,reducedUsername
0,293981,8.981703538143954,bagnari
1,285853,8.729495601230385,bagnari
2,336849,8.698221079216001,bagnari
3,33434,8.685773682788728,bagnari
4,249277,8.657213373553379,bagnari
5,302312,8.609529238420464,bagnari
6,228370,8.588822873602382,bagnari
7,299566,8.57602925708967,bagnari
8,228399,8.501194899421314,bagnari
9,284121,8.49891350193605,bagnari
10,21358,8.459779056459055,bagnari
11,317030,8.458034357819587,bagnari
12,214296,8.457967161517889,bagnari
13,289247,8.447986422261778,bagnari
14,173504,8.436455034909297,bagnari
15,317434,8.430099014726034,bagnari
16,300217,8.386184944014348,bagnari
17,253607,8.370705990091327,bagnari
18,281257,8.357378079963706,bagnari
19,317519,8.349707326532439,bagnari
