,BGGId,Rating,reducedUsername
0,293981,9.577432316301776,Angeliki84
1,33434,9.384633560920292,Angeliki84
2,285853,9.376098179739673,Angeliki84
3,299566,9.298914272931901,Angeliki84
4,228370,9.231310755785723,Angeliki84
5,336849,9.216389439778306,Angeliki84
6,249277,9.211470046233673,Angeliki84
7,228399,9.206373895249584,Angeliki84
8,302312,9.173457538865302,Angeliki84
9,300217,9.148335660263104,Angeliki84
10,281257,9.123893522638022,Angeliki84
11,21358,9.053096205343785,Angeliki84
12,173504,9.044792256016425,Angeliki84
13,317434,9.033468894959109,Angeliki84
14,214296,9.00278820175646,Angeliki84
15,317030,9.002158293762916,Angeliki84
16,317519,8.990974907796376,Angeliki84
17,289247,8.979131030316365,Angeliki84
18,345976,8.97556455746499,Angeliki84
19,253607,8.970242413503636,Angeliki84
