,BGGId,Rating,reducedUsername
0,293981,9.184602678517173,amykate
1,33434,8.955074348993238,amykate
2,285853,8.95111330797064,amykate
3,249277,8.913625683511446,amykate
4,228370,8.897148253808622,amykate
5,336849,8.81878857905535,amykate
6,299566,8.734784783459384,amykate
7,228399,8.72631533670474,amykate
8,302312,8.709423062609758,amykate
9,317519,8.677146027573352,amykate
10,289247,8.675720464939154,amykate
11,214296,8.66565700201561,amykate
12,300217,8.664039004958404,amykate
13,317434,8.643161720414092,amykate
14,281257,8.595169748774495,amykate
15,284121,8.579735043699463,amykate
16,317030,8.571459753229178,amykate
17,21358,8.558325475636604,amykate
18,294788,8.543185726772403,amykate
19,345976,8.543172865834809,amykate
