,BGGId,Rating,reducedUsername
0,293981,9.396623445087732,airbhi
1,249277,9.156315118101368,airbhi
2,285853,9.082304055043256,airbhi
3,228370,9.06321797203898,airbhi
4,336849,9.059907657521789,airbhi
5,228399,9.03861702918623,airbhi
6,302312,8.9884466553439,airbhi
7,33434,8.978886383960793,airbhi
8,299566,8.951404328536075,airbhi
9,289247,8.930520461404207,airbhi
10,317434,8.898386951155224,airbhi
11,281257,8.88451794734922,airbhi
12,253607,8.862389563846333,airbhi
13,300217,8.853749448044812,airbhi
14,284121,8.847093696404428,airbhi
15,317519,8.83773639923604,airbhi
16,214296,8.8308438182142,airbhi
17,248375,8.810009665418303,airbhi
18,21358,8.798920901810469,airbhi
19,227212,8.75034776492529,airbhi
