,BGGId,Rating,reducedUsername
0,293981,9.491632157988775,AlexLime
1,285853,9.308342955739072,AlexLime
2,249277,9.276293916209942,AlexLime
3,336849,9.25419710863212,AlexLime
4,299566,9.195387210893756,AlexLime
5,33434,9.176832110274459,AlexLime
6,228399,9.110687727939899,AlexLime
7,214296,9.109948323263229,AlexLime
8,228370,9.10757771643666,AlexLime
9,302312,9.081981197006188,AlexLime
10,284121,9.077939110841088,AlexLime
11,317519,9.066190731937473,AlexLime
12,281257,9.05182503975694,AlexLime
13,317030,8.9977620301419,AlexLime
14,173504,8.99027124632872,AlexLime
15,300217,8.97974125071301,AlexLime
16,317434,8.978067347647043,AlexLime
17,345976,8.944377713675681,AlexLime
18,289247,8.931387432904,AlexLime
19,7935,8.914509103807077,AlexLime
