,BGGId,Rating,reducedUsername
0,293981,9.040790307283116,atrevely
1,336849,8.819772185864146,atrevely
2,33434,8.776308569950157,atrevely
3,302312,8.734646516491805,atrevely
4,285853,8.723105861241239,atrevely
5,299566,8.704157314443338,atrevely
6,228399,8.6805339456547,atrevely
7,249277,8.675283717101946,atrevely
8,228370,8.567473738851712,atrevely
9,345976,8.553870543615185,atrevely
10,173504,8.53037751265796,atrevely
11,317519,8.52855729976026,atrevely
12,300217,8.524170651636043,atrevely
13,214296,8.523805650617113,atrevely
14,284121,8.496041644420941,atrevely
15,317434,8.47107020922037,atrevely
16,279727,8.463828445395132,atrevely
17,281257,8.457251961611542,atrevely
18,310100,8.444513875915806,atrevely
19,317030,8.437370933677121,atrevely
