,BGGId,Rating,reducedUsername
0,293981,8.640527745534545,AEtherpt
1,285853,8.49871049089013,AEtherpt
2,336849,8.451338022844693,AEtherpt
3,249277,8.42387636325703,AEtherpt
4,299566,8.419375580462802,AEtherpt
5,228370,8.371133295330388,AEtherpt
6,33434,8.343263499500145,AEtherpt
7,228399,8.285213207404013,AEtherpt
8,302312,8.251602132093824,AEtherpt
9,173504,8.218400198570205,AEtherpt
10,214296,8.172234541239657,AEtherpt
11,317434,8.170627016011727,AEtherpt
12,300217,8.162325582192508,AEtherpt
13,317519,8.145998229280844,AEtherpt
14,284121,8.141478016259398,AEtherpt
15,21358,8.138680669863321,AEtherpt
16,281257,8.120067884178095,AEtherpt
17,345976,8.097004519372982,AEtherpt
18,289247,8.082783380596684,AEtherpt
19,294788,8.058184962503345,AEtherpt
