,BGGId,Rating,reducedUsername
0,293981,9.13897210927966,Azudah
1,285853,8.876127755470922,Azudah
2,249277,8.826388310813813,Azudah
3,336849,8.815907172391103,Azudah
4,228370,8.787733201306892,Azudah
5,228399,8.778528107132098,Azudah
6,299566,8.77237127158828,Azudah
7,33434,8.708444947567003,Azudah
8,317434,8.683678828831184,Azudah
9,214296,8.643071786899725,Azudah
10,300217,8.637207774691921,Azudah
11,302312,8.621353300792947,Azudah
12,281257,8.577210051696065,Azudah
13,317519,8.575583916539573,Azudah
14,345976,8.552500544806477,Azudah
15,289247,8.54951421588448,Azudah
16,253607,8.532740802972313,Azudah
17,236332,8.517017645419061,Azudah
18,227212,8.506301560316452,Azudah
19,21358,8.50160097014315,Azudah
