,BGGId,Rating,reducedUsername
0,293981,9.162065469139781,AKA George
1,249277,8.801614929213189,AKA George
2,228370,8.769477482659449,AKA George
3,285853,8.723602867205155,AKA George
4,302312,8.683185562817753,AKA George
5,336849,8.678146185825064,AKA George
6,228399,8.66611886601998,AKA George
7,253607,8.6340310355899,AKA George
8,281257,8.589919158857393,AKA George
9,33434,8.56712399996,AKA George
10,317434,8.565607180018663,AKA George
11,289247,8.560577824994905,AKA George
12,300217,8.547310848795146,AKA George
13,299566,8.54185888449805,AKA George
14,284121,8.511128267114072,AKA George
15,317519,8.503253255477107,AKA George
16,227212,8.450896828496964,AKA George
17,21358,8.448183848259905,AKA George
18,214296,8.424798304821529,AKA George
19,248375,8.424187983036337,AKA George
