,BGGId,Rating,reducedUsername
0,293981,8.210368714280236,alenen
1,249277,7.939661451343694,alenen
2,336849,7.935258177450822,alenen
3,228399,7.8612197989474435,alenen
4,285853,7.839309261618527,alenen
5,299566,7.838789209481487,alenen
6,33434,7.831270878606915,alenen
7,228370,7.820404321376984,alenen
8,300217,7.7237577364000956,alenen
9,302312,7.717876292590139,alenen
10,289247,7.683819846549258,alenen
11,21358,7.655097037438109,alenen
12,214296,7.641033548819734,alenen
13,317434,7.637733071852042,alenen
14,284121,7.6352359906105915,alenen
15,317519,7.59364638707809,alenen
16,248375,7.5924570042415445,alenen
17,281257,7.578765941872144,alenen
18,345976,7.578237551321931,alenen
19,253607,7.567310076924653,alenen
