,BGGId,Rating,reducedUsername
0,293981,8.921179726962293,Acreades
1,285853,8.737472121272239,Acreades
2,336849,8.55241639047875,Acreades
3,33434,8.54135287851187,Acreades
4,249277,8.509143205941173,Acreades
5,302312,8.4503828388765,Acreades
6,228370,8.442212367969228,Acreades
7,228399,8.429049203147581,Acreades
8,214296,8.385867795064222,Acreades
9,317519,8.355242109164532,Acreades
10,299566,8.335524933315428,Acreades
11,289247,8.321497442533017,Acreades
12,300217,8.311812022663407,Acreades
13,281257,8.279071153289514,Acreades
14,21358,8.275202077841431,Acreades
15,284121,8.230301387772162,Acreades
16,317434,8.227834057316292,Acreades
17,173504,8.201883506137277,Acreades
18,253607,8.19224831204426,Acreades
19,236332,8.187726467299974,Acreades
