,BGGId,Rating,reducedUsername
0,293981,9.110790734550953,Adjudicator
1,285853,8.871472596753732,Adjudicator
2,336849,8.868427536574963,Adjudicator
3,249277,8.831661601353197,Adjudicator
4,33434,8.75955751033259,Adjudicator
5,228399,8.754590481748782,Adjudicator
6,228370,8.716724460143217,Adjudicator
7,299566,8.706733588227271,Adjudicator
8,302312,8.677879915684121,Adjudicator
9,300217,8.610408256217802,Adjudicator
10,21358,8.599434223181687,Adjudicator
11,214296,8.573449767942689,Adjudicator
12,289247,8.567180090513371,Adjudicator
13,284121,8.537910409065953,Adjudicator
14,317519,8.522053879890708,Adjudicator
15,317434,8.518293163581173,Adjudicator
16,173504,8.507757035126177,Adjudicator
17,281257,8.477612927944488,Adjudicator
18,345976,8.459580946581802,Adjudicator
19,294788,8.458273413378006,Adjudicator
